mode: set
pvmlab/pvmlab/main.go:7.13,9.2 1 0
pvmlab/pvmlab/cmd/vm_create.go:213.27,215.4 1 1
pvmlab/pvmlab/cmd/vm_create.go:217.2,217.12 1 1
pvmlab/pvmlab/cmd/vm_create.go:220.60,221.16 1 1
pvmlab/pvmlab/cmd/vm_create.go:221.16,223.17 2 1
pvmlab/pvmlab/cmd/vm_create.go:223.17,225.4 1 0
pvmlab/pvmlab/cmd/vm_create.go:226.3,226.22 1 1
pvmlab/pvmlab/cmd/vm_create.go:228.2,228.25 1 1
pvmlab/pvmlab/cmd/vm_create.go:231.70,232.29 1 1
pvmlab/pvmlab/cmd/vm_create.go:232.29,234.17 2 0
pvmlab/pvmlab/cmd/vm_create.go:234.17,236.4 1 0
pvmlab/pvmlab/cmd/vm_create.go:237.3,237.32 1 0
pvmlab/pvmlab/cmd/vm_create.go:237.32,239.4 1 0
pvmlab/pvmlab/cmd/vm_create.go:240.8,242.17 2 1
pvmlab/pvmlab/cmd/vm_create.go:242.17,244.4 1 0
pvmlab/pvmlab/cmd/vm_create.go:245.3,245.23 1 1
pvmlab/pvmlab/cmd/vm_create.go:245.23,247.4 1 1
pvmlab/pvmlab/cmd/vm_create.go:249.2,249.12 1 1
pvmlab/pvmlab/cmd/vm_create.go:252.41,253.41 1 1
pvmlab/pvmlab/cmd/vm_create.go:253.41,255.3 1 0
pvmlab/pvmlab/cmd/vm_create.go:256.2,256.15 1 1
pvmlab/pvmlab/cmd/vm_create.go:256.15,259.17 3 1
pvmlab/pvmlab/cmd/vm_create.go:259.17,261.4 1 0
pvmlab/pvmlab/cmd/vm_create.go:263.3,265.56 3 1
pvmlab/pvmlab/cmd/vm_create.go:267.2,267.17 1 1
pvmlab/pvmlab/cmd/vm_create.go:270.90,278.47 6 0
pvmlab/pvmlab/cmd/vm_create.go:278.47,281.3 2 0
pvmlab/pvmlab/cmd/vm_create.go:283.2,284.37 2 0
pvmlab/pvmlab/cmd/vm_create.go:284.37,285.36 1 0
pvmlab/pvmlab/cmd/vm_create.go:285.36,288.4 2 0
pvmlab/pvmlab/cmd/vm_create.go:289.3,290.13 2 0
pvmlab/pvmlab/cmd/vm_create.go:294.2,295.16 2 0
pvmlab/pvmlab/cmd/vm_create.go:295.16,300.3 1 0
pvmlab/pvmlab/cmd/vm_create.go:300.8,303.17 2 0
pvmlab/pvmlab/cmd/vm_create.go:303.17,306.4 1 0
pvmlab/pvmlab/cmd/vm_create.go:308.3,308.37 1 0
pvmlab/pvmlab/cmd/vm_create.go:308.37,313.4 3 0
pvmlab/pvmlab/cmd/vm_create.go:316.2,318.37 3 0
pvmlab/pvmlab/cmd/vm_create.go:318.37,319.36 1 0
pvmlab/pvmlab/cmd/vm_create.go:319.36,322.4 2 0
pvmlab/pvmlab/cmd/vm_create.go:323.3,324.13 2 0
pvmlab/pvmlab/cmd/vm_create.go:326.2,327.12 2 0
pvmlab/pvmlab/cmd/vm_create.go:330.93,336.124 5 0
pvmlab/pvmlab/cmd/vm_create.go:336.124,339.3 2 0
pvmlab/pvmlab/cmd/vm_create.go:340.2,341.12 2 0
pvmlab/pvmlab/cmd/vm_create.go:344.84,352.47 6 0
pvmlab/pvmlab/cmd/vm_create.go:352.47,355.3 2 0
pvmlab/pvmlab/cmd/vm_create.go:357.2,358.37 2 0
pvmlab/pvmlab/cmd/vm_create.go:358.37,359.36 1 0
pvmlab/pvmlab/cmd/vm_create.go:359.36,362.4 2 0
pvmlab/pvmlab/cmd/vm_create.go:363.3,364.13 2 0
pvmlab/pvmlab/cmd/vm_create.go:366.2,367.12 2 0
pvmlab/pvmlab/cmd/vm_create.go:370.38,372.16 2 1
pvmlab/pvmlab/cmd/vm_create.go:372.16,374.3 1 1
pvmlab/pvmlab/cmd/vm_create.go:375.2,378.16 3 1
pvmlab/pvmlab/cmd/vm_create.go:378.16,380.3 1 1
pvmlab/pvmlab/cmd/vm_create.go:381.2,384.16 3 1
pvmlab/pvmlab/cmd/vm_create.go:384.16,386.3 1 0
pvmlab/pvmlab/cmd/vm_create.go:387.2,387.20 1 1
pvmlab/pvmlab/cmd/vm_create.go:391.59,395.34 4 1
pvmlab/pvmlab/cmd/vm_create.go:395.34,397.3 1 1
pvmlab/pvmlab/cmd/vm_create.go:399.2,402.59 2 0
pvmlab/pvmlab/cmd/vm_create.go:402.59,404.3 1 0
pvmlab/pvmlab/cmd/vm_create.go:406.2,406.30 1 0
pvmlab/pvmlab/cmd/vm_create.go:410.47,416.26 4 1
pvmlab/pvmlab/cmd/vm_create.go:416.26,419.27 2 1
pvmlab/pvmlab/cmd/vm_create.go:419.27,421.4 1 1
pvmlab/pvmlab/cmd/vm_create.go:422.3,422.13 1 1
pvmlab/pvmlab/cmd/vm_create.go:425.2,426.14 2 1
pvmlab/pvmlab/cmd/vm_create.go:427.17,428.16 1 1
pvmlab/pvmlab/cmd/vm_create.go:429.17,430.23 1 1
pvmlab/pvmlab/cmd/vm_create.go:431.17,432.30 1 1
pvmlab/pvmlab/cmd/vm_create.go:433.17,434.37 1 1
pvmlab/pvmlab/cmd/vm_create.go:435.15,435.15 0 1
pvmlab/pvmlab/cmd/vm_create.go:437.10,438.72 1 1
pvmlab/pvmlab/cmd/vm_create.go:441.2,441.19 1 1
pvmlab/pvmlab/cmd/vm_create.go:444.13,453.2 8 1
pvmlab/pvmlab/cmd/vm_list.go:21.54,23.17 2 1
pvmlab/pvmlab/cmd/vm_list.go:23.17,25.4 1 0
pvmlab/pvmlab/cmd/vm_list.go:27.3,28.17 2 1
pvmlab/pvmlab/cmd/vm_list.go:28.17,30.4 1 0
pvmlab/pvmlab/cmd/vm_list.go:32.3,32.24 1 1
pvmlab/pvmlab/cmd/vm_list.go:32.24,35.4 2 1
pvmlab/pvmlab/cmd/vm_list.go:37.3,42.29 5 1
pvmlab/pvmlab/cmd/vm_list.go:42.29,44.4 1 1
pvmlab/pvmlab/cmd/vm_list.go:45.3,46.34 2 1
pvmlab/pvmlab/cmd/vm_list.go:46.34,50.18 4 1
pvmlab/pvmlab/cmd/vm_list.go:50.18,52.5 1 0
pvmlab/pvmlab/cmd/vm_list.go:53.4,53.17 1 1
pvmlab/pvmlab/cmd/vm_list.go:53.17,55.5 1 1
pvmlab/pvmlab/cmd/vm_list.go:56.4,57.34 2 1
pvmlab/pvmlab/cmd/vm_list.go:57.34,59.5 1 1
pvmlab/pvmlab/cmd/vm_list.go:60.4,61.18 2 1
pvmlab/pvmlab/cmd/vm_list.go:61.18,63.5 1 1
pvmlab/pvmlab/cmd/vm_list.go:64.4,65.20 2 1
pvmlab/pvmlab/cmd/vm_list.go:65.20,67.5 1 0
pvmlab/pvmlab/cmd/vm_list.go:68.4,69.29 2 1
pvmlab/pvmlab/cmd/vm_list.go:69.29,71.5 1 0
pvmlab/pvmlab/cmd/vm_list.go:73.4,74.34 2 1
pvmlab/pvmlab/cmd/vm_list.go:74.34,76.5 1 1
pvmlab/pvmlab/cmd/vm_list.go:76.10,78.5 1 1
pvmlab/pvmlab/cmd/vm_list.go:80.4,90.21 2 1
pvmlab/pvmlab/cmd/vm_list.go:92.3,93.13 2 1
pvmlab/pvmlab/cmd/vm_list.go:97.13,99.2 1 1
pvmlab/pvmlab/cmd/vm_logs.go:21.54,24.17 3 0
pvmlab/pvmlab/cmd/vm_logs.go:24.17,26.4 1 0
pvmlab/pvmlab/cmd/vm_logs.go:27.3,34.39 6 0
pvmlab/pvmlab/cmd/vm_logs.go:34.39,36.4 1 0
pvmlab/pvmlab/cmd/vm_logs.go:37.3,37.13 1 0
pvmlab/pvmlab/cmd/vm_logs.go:41.13,43.2 1 1
pvmlab/pvmlab/cmd/vm_shell.go:22.54,26.17 3 0
pvmlab/pvmlab/cmd/vm_shell.go:26.17,28.4 1 0
pvmlab/pvmlab/cmd/vm_shell.go:30.3,31.17 2 0
pvmlab/pvmlab/cmd/vm_shell.go:31.17,33.4 1 0
pvmlab/pvmlab/cmd/vm_shell.go:35.3,36.17 2 0
pvmlab/pvmlab/cmd/vm_shell.go:36.17,38.4 1 0
pvmlab/pvmlab/cmd/vm_shell.go:40.3,41.33 2 0
pvmlab/pvmlab/cmd/vm_shell.go:41.33,43.4 1 0
pvmlab/pvmlab/cmd/vm_shell.go:43.9,45.4 1 0
pvmlab/pvmlab/cmd/vm_shell.go:47.3,51.20 3 0
pvmlab/pvmlab/cmd/vm_shell.go:51.20,53.4 1 0
pvmlab/pvmlab/cmd/vm_shell.go:53.9,55.4 1 0
pvmlab/pvmlab/cmd/vm_shell.go:57.3,61.38 4 0
pvmlab/pvmlab/cmd/vm_shell.go:61.38,62.48 1 0
pvmlab/pvmlab/cmd/vm_shell.go:62.48,66.5 1 0
pvmlab/pvmlab/cmd/vm_shell.go:67.4,67.51 1 0
pvmlab/pvmlab/cmd/vm_shell.go:69.3,69.13 1 0
pvmlab/pvmlab/cmd/vm_shell.go:73.13,75.2 1 1
pvmlab/pvmlab/cmd/vm_start.go:44.54,45.26 1 1
pvmlab/pvmlab/cmd/vm_start.go:45.26,47.4 1 1
pvmlab/pvmlab/cmd/vm_start.go:48.3,48.76 1 1
pvmlab/pvmlab/cmd/vm_start.go:48.76,50.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:52.3,53.17 2 1
pvmlab/pvmlab/cmd/vm_start.go:53.17,55.4 1 1
pvmlab/pvmlab/cmd/vm_start.go:57.3,58.23 2 0
pvmlab/pvmlab/cmd/vm_start.go:59.14,60.20 1 0
pvmlab/pvmlab/cmd/vm_start.go:61.15,62.21 1 0
pvmlab/pvmlab/cmd/vm_start.go:65.3,65.24 1 0
pvmlab/pvmlab/cmd/vm_start.go:65.24,67.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:69.3,70.17 2 0
pvmlab/pvmlab/cmd/vm_start.go:70.17,72.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:75.3,79.24 3 0
pvmlab/pvmlab/cmd/vm_start.go:79.24,82.57 3 0
pvmlab/pvmlab/cmd/vm_start.go:82.57,84.5 1 0
pvmlab/pvmlab/cmd/vm_start.go:85.4,85.17 1 0
pvmlab/pvmlab/cmd/vm_start.go:85.17,87.55 2 0
pvmlab/pvmlab/cmd/vm_start.go:87.55,89.6 1 0
pvmlab/pvmlab/cmd/vm_start.go:93.3,93.54 1 0
pvmlab/pvmlab/cmd/vm_start.go:93.54,95.37 1 0
pvmlab/pvmlab/cmd/vm_start.go:95.37,98.5 2 0
pvmlab/pvmlab/cmd/vm_start.go:99.4,99.14 1 0
pvmlab/pvmlab/cmd/vm_start.go:102.3,102.19 1 0
pvmlab/pvmlab/cmd/vm_start.go:102.19,103.48 1 0
pvmlab/pvmlab/cmd/vm_start.go:103.48,105.5 1 0
pvmlab/pvmlab/cmd/vm_start.go:108.3,108.13 1 0
pvmlab/pvmlab/cmd/vm_start.go:112.59,116.16 3 1
pvmlab/pvmlab/cmd/vm_start.go:116.16,118.3 1 0
pvmlab/pvmlab/cmd/vm_start.go:120.2,121.16 2 1
pvmlab/pvmlab/cmd/vm_start.go:121.16,123.3 1 0
pvmlab/pvmlab/cmd/vm_start.go:124.2,124.13 1 1
pvmlab/pvmlab/cmd/vm_start.go:124.13,126.3 1 1
pvmlab/pvmlab/cmd/vm_start.go:128.2,129.16 2 1
pvmlab/pvmlab/cmd/vm_start.go:129.16,131.3 1 1
pvmlab/pvmlab/cmd/vm_start.go:133.2,142.55 3 0
pvmlab/pvmlab/cmd/vm_start.go:142.55,144.3 1 0
pvmlab/pvmlab/cmd/vm_start.go:145.2,145.24 1 0
pvmlab/pvmlab/cmd/vm_start.go:145.24,147.53 2 0
pvmlab/pvmlab/cmd/vm_start.go:147.53,149.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:152.2,152.18 1 0
pvmlab/pvmlab/cmd/vm_start.go:157.47,158.29 1 1
pvmlab/pvmlab/cmd/vm_start.go:158.29,159.42 1 1
pvmlab/pvmlab/cmd/vm_start.go:159.42,161.4 1 1
pvmlab/pvmlab/cmd/vm_start.go:163.2,163.111 1 0
pvmlab/pvmlab/cmd/vm_start.go:166.60,173.33 6 1
pvmlab/pvmlab/cmd/vm_start.go:173.33,181.17 5 1
pvmlab/pvmlab/cmd/vm_start.go:181.17,183.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:184.8,194.17 5 1
pvmlab/pvmlab/cmd/vm_start.go:194.17,196.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:199.2,200.32 2 1
pvmlab/pvmlab/cmd/vm_start.go:200.32,202.3 1 1
pvmlab/pvmlab/cmd/vm_start.go:205.2,206.22 2 1
pvmlab/pvmlab/cmd/vm_start.go:207.13,208.19 1 0
pvmlab/pvmlab/cmd/vm_start.go:209.14,210.20 1 0
pvmlab/pvmlab/cmd/vm_start.go:216.2,228.33 3 1
pvmlab/pvmlab/cmd/vm_start.go:228.33,232.56 3 1
pvmlab/pvmlab/cmd/vm_start.go:232.56,234.18 2 1
pvmlab/pvmlab/cmd/vm_start.go:234.18,236.5 1 0
pvmlab/pvmlab/cmd/vm_start.go:237.4,237.64 1 1
pvmlab/pvmlab/cmd/vm_start.go:237.64,239.5 1 0
pvmlab/pvmlab/cmd/vm_start.go:241.3,244.4 1 1
pvmlab/pvmlab/cmd/vm_start.go:245.8,248.56 2 1
pvmlab/pvmlab/cmd/vm_start.go:248.56,250.18 2 1
pvmlab/pvmlab/cmd/vm_start.go:250.18,252.5 1 0
pvmlab/pvmlab/cmd/vm_start.go:253.4,253.64 1 1
pvmlab/pvmlab/cmd/vm_start.go:253.64,255.5 1 0
pvmlab/pvmlab/cmd/vm_start.go:257.3,257.97 1 1
pvmlab/pvmlab/cmd/vm_start.go:260.2,267.24 2 1
pvmlab/pvmlab/cmd/vm_start.go:267.24,270.3 2 1
pvmlab/pvmlab/cmd/vm_start.go:271.2,271.15 1 1
pvmlab/pvmlab/cmd/vm_start.go:271.15,273.3 1 1
pvmlab/pvmlab/cmd/vm_start.go:275.2,275.17 1 1
pvmlab/pvmlab/cmd/vm_start.go:275.17,277.3 1 0
pvmlab/pvmlab/cmd/vm_start.go:277.8,279.3 1 1
pvmlab/pvmlab/cmd/vm_start.go:281.2,281.37 1 1
pvmlab/pvmlab/cmd/vm_start.go:281.37,283.17 2 1
pvmlab/pvmlab/cmd/vm_start.go:283.17,285.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:286.3,287.361 2 1
pvmlab/pvmlab/cmd/vm_start.go:287.361,289.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:291.3,292.34 2 1
pvmlab/pvmlab/cmd/vm_start.go:292.34,294.4 1 1
pvmlab/pvmlab/cmd/vm_start.go:295.3,296.25 2 1
pvmlab/pvmlab/cmd/vm_start.go:296.25,298.4 1 1
pvmlab/pvmlab/cmd/vm_start.go:300.3,310.4 1 1
pvmlab/pvmlab/cmd/vm_start.go:311.8,313.3 1 1
pvmlab/pvmlab/cmd/vm_start.go:315.2,315.33 1 1
pvmlab/pvmlab/cmd/vm_start.go:315.33,317.18 2 1
pvmlab/pvmlab/cmd/vm_start.go:317.18,319.4 1 1
pvmlab/pvmlab/cmd/vm_start.go:320.3,321.21 2 1
pvmlab/pvmlab/cmd/vm_start.go:321.21,323.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:324.3,324.60 1 1
pvmlab/pvmlab/cmd/vm_start.go:325.8,327.3 1 1
pvmlab/pvmlab/cmd/vm_start.go:329.2,329.22 1 1
pvmlab/pvmlab/cmd/vm_start.go:332.82,334.16 2 0
pvmlab/pvmlab/cmd/vm_start.go:334.16,336.3 1 0
pvmlab/pvmlab/cmd/vm_start.go:337.2,338.16 2 0
pvmlab/pvmlab/cmd/vm_start.go:338.16,340.3 1 0
pvmlab/pvmlab/cmd/vm_start.go:342.2,345.17 3 0
pvmlab/pvmlab/cmd/vm_start.go:345.17,347.3 1 0
pvmlab/pvmlab/cmd/vm_start.go:348.2,348.36 1 0
pvmlab/pvmlab/cmd/vm_start.go:351.52,364.16 12 0
pvmlab/pvmlab/cmd/vm_start.go:364.16,366.3 1 0
pvmlab/pvmlab/cmd/vm_start.go:367.2,374.33 6 0
pvmlab/pvmlab/cmd/vm_start.go:374.33,377.3 2 0
pvmlab/pvmlab/cmd/vm_start.go:379.2,382.21 4 0
pvmlab/pvmlab/cmd/vm_start.go:385.66,387.16 2 0
pvmlab/pvmlab/cmd/vm_start.go:387.16,389.3 1 0
pvmlab/pvmlab/cmd/vm_start.go:390.2,390.12 1 0
pvmlab/pvmlab/cmd/vm_start.go:393.50,396.31 3 0
pvmlab/pvmlab/cmd/vm_start.go:396.31,398.3 1 0
pvmlab/pvmlab/cmd/vm_start.go:400.2,400.10 1 0
pvmlab/pvmlab/cmd/vm_start.go:400.10,402.3 1 0
pvmlab/pvmlab/cmd/vm_start.go:404.2,406.12 3 0
pvmlab/pvmlab/cmd/vm_start.go:409.44,412.70 3 0
pvmlab/pvmlab/cmd/vm_start.go:412.70,413.59 1 0
pvmlab/pvmlab/cmd/vm_start.go:413.59,415.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:417.2,420.37 3 0
pvmlab/pvmlab/cmd/vm_start.go:420.37,421.89 1 0
pvmlab/pvmlab/cmd/vm_start.go:421.89,423.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:424.3,424.104 1 0
pvmlab/pvmlab/cmd/vm_start.go:424.104,426.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:427.8,429.17 2 0
pvmlab/pvmlab/cmd/vm_start.go:429.17,431.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:432.3,432.31 1 0
pvmlab/pvmlab/cmd/vm_start.go:432.31,434.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:435.3,435.115 1 0
pvmlab/pvmlab/cmd/vm_start.go:435.115,437.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:439.2,440.12 2 0
pvmlab/pvmlab/cmd/vm_start.go:443.49,445.65 1 0
pvmlab/pvmlab/cmd/vm_start.go:445.65,447.3 1 0
pvmlab/pvmlab/cmd/vm_start.go:449.2,453.26 2 0
pvmlab/pvmlab/cmd/vm_start.go:453.26,454.39 1 0
pvmlab/pvmlab/cmd/vm_start.go:454.39,456.4 1 0
pvmlab/pvmlab/cmd/vm_start.go:458.2,460.16 3 0
pvmlab/pvmlab/cmd/vm_start.go:460.16,462.3 1 0
pvmlab/pvmlab/cmd/vm_start.go:463.2,463.44 1 0
pvmlab/pvmlab/cmd/vm_start.go:466.13,472.2 5 1
pvmlab/pvmlab/cmd/vm_stop.go:27.54,32.17 4 1
pvmlab/pvmlab/cmd/vm_stop.go:32.17,34.4 1 0
pvmlab/pvmlab/cmd/vm_stop.go:35.3,38.17 3 1
pvmlab/pvmlab/cmd/vm_stop.go:38.17,39.26 1 1
pvmlab/pvmlab/cmd/vm_stop.go:39.26,41.5 1 1
pvmlab/pvmlab/cmd/vm_stop.go:42.4,42.56 1 0
pvmlab/pvmlab/cmd/vm_stop.go:46.3,47.49 2 1
pvmlab/pvmlab/cmd/vm_stop.go:47.49,50.18 3 0
pvmlab/pvmlab/cmd/vm_stop.go:50.18,53.19 3 0
pvmlab/pvmlab/cmd/vm_stop.go:53.19,55.30 1 0
pvmlab/pvmlab/cmd/vm_stop.go:55.30,56.33 1 0
pvmlab/pvmlab/cmd/vm_stop.go:56.33,60.8 3 0
pvmlab/pvmlab/cmd/vm_stop.go:61.7,61.34 1 0
pvmlab/pvmlab/cmd/vm_stop.go:63.6,63.82 1 0
pvmlab/pvmlab/cmd/vm_stop.go:69.3,69.28 1 1
pvmlab/pvmlab/cmd/vm_stop.go:69.28,71.60 2 1
pvmlab/pvmlab/cmd/vm_stop.go:71.60,73.5 1 1
pvmlab/pvmlab/cmd/vm_stop.go:75.4,75.27 1 1
pvmlab/pvmlab/cmd/vm_stop.go:75.27,76.31 1 1
pvmlab/pvmlab/cmd/vm_stop.go:76.31,80.6 3 1
pvmlab/pvmlab/cmd/vm_stop.go:81.5,81.32 1 1
pvmlab/pvmlab/cmd/vm_stop.go:84.4,85.60 2 1
pvmlab/pvmlab/cmd/vm_stop.go:85.60,87.5 1 0
pvmlab/pvmlab/cmd/vm_stop.go:88.4,88.31 1 1
pvmlab/pvmlab/cmd/vm_stop.go:91.3,91.28 1 1
pvmlab/pvmlab/cmd/vm_stop.go:91.28,93.4 1 1
pvmlab/pvmlab/cmd/vm_stop.go:95.3,97.13 3 1
pvmlab/pvmlab/cmd/vm_stop.go:101.43,103.16 2 0
pvmlab/pvmlab/cmd/vm_stop.go:103.16,105.3 1 0
pvmlab/pvmlab/cmd/vm_stop.go:107.2,108.19 2 0
pvmlab/pvmlab/cmd/vm_stop.go:111.49,115.66 3 1
pvmlab/pvmlab/cmd/vm_stop.go:115.66,117.3 1 0
pvmlab/pvmlab/cmd/vm_stop.go:118.2,118.70 1 1
pvmlab/pvmlab/cmd/vm_stop.go:118.70,120.3 1 0
pvmlab/pvmlab/cmd/vm_stop.go:123.13,125.2 1 1
